100 50
47 33 N
47 34 N
47 35 T
47 36 N
47 37 T
47 38 N
47 39 T
47 40 N
47 41 T
47 42 H
47 43 B
47 44 T
47 45 N
47 46 N
47 47 N
47 48 N
47 49 B
47 50 N
48 1 N
48 2 N
48 3 B
48 4 N
48 5 N
48 6 N
48 7 N
48 8 N
48 9 B
48 10 N
48 11 T
48 12 N
48 13 B
48 14 T
48 15 N
48 16 N
48 17 N
48 18 N
48 19 N
48 20 N
48 21 H
48 22 B
48 23 N
48 24 T
48 25 N
48 26 T
48 27 N
48 28 N
48 29 H
48 30 B
48 31 N
48 32 T
48 33 H
48 34 N
48 35 N
48 36 H
48 37 N
48 38 H
48 39 H
48 40 N
48 41 N
48 42 T
48 43 T
48 44 B
48 45 H
48 46 N
48 47 N
48 48 H
48 49 N
48 50 N
49 1 H
49 2 H
49 3 H
49 4 H
49 5 H
49 6 N
49 7 N
49 8 N
49 9 T
49 10 T
49 11 H
49 12 T
49 13 N
49 14 T
49 15 T
49 16 H
49 17 N
49 18 N
49 19 N
49 20 N
49 21 N
49 22 H
49 23 T
49 24 N
49 25 N
49 26 N
49 27 N
49 28 N
49 29 H
49 30 N
49 31 N
49 32 N
49 33 N
49 34 B
49 35 T
49 36 B
49 37 H
49 38 T
49 39 N
49 40 T
49 41 N
49 42 N
49 43 H
49 44 N
49 45 H
49 46 B
49 47 T
49 48 N
49 49 N
49 50 H
50 1 N
50 2 N
50 3 T
50 4 H
50 5 N
50 6 H
50 7 N
50 8 H
50 9 H
50 10 N
50 11 N
50 12 H
50 13 T
50 14 N
50 15 N
50 16 B
50 17 H
50 18 N
50 19 N
50 20 H
50 21 H
50 22 N
50 23 T
50 24 H
50 25 N
50 26 N
50 27 N
50 28 H
50 29 N
50 30 T
50 31 T
50 32 T
50 33 T
50 34 H
50 35 H
50 36 H
50 37 N
50 38 N
50 39 N
50 40 N
50 41 N
50 42 T
50 43 H
50 44 T
50 45 T
50 46 N
50 47 N
50 48 N
50 49 H
50 50 N
51 1 T
51 2 N
51 3 H
51 4 N
51 5 B
51 6 H
51 7 N
51 8 N
51 9 H
51 10 N
51 11 T
51 12 N
51 13 T
51 14 B
51 15 H
51 16 B
51 17 B
51 18 H
51 19 N
51 20 T
51 21 N
51 22 N
51 23 H
51 24 H
51 25 N
51 26 T
51 27 B
51 28 H
51 29 T
51 30 B
51 31 H
51 32 N
51 33 H
51 34 N
51 35 T
51 36 H
51 37 H
51 38 N
51 39 H
51 40 N
51 41 H
51 42 N
51 43 N
51 44 B
51 45 B
51 46 N
51 47 N
51 48 H
51 49 T
51 50 N
52 1 H
52 2 N
52 3 N
52 4 N
52 5 B
52 6 N
52 7 N
52 8 T
52 9 N
52 10 T
52 11 T
52 12 N
52 13 N
52 14 T
52 15 H
52 16 N
52 17 N
52 18 T
52 19 T
52 20 N
52 21 N
52 22 N
52 23 T
52 24 H
52 25 N
52 26 T
52 27 T
52 28 N
52 29 B
52 30 T
52 31 N
52 32 H
52 33 N
52 34 H
52 35 B
52 36 T
52 37 T
52 38 N
52 39 H
52 40 N
52 41 B
52 42 N
52 43 N
52 44 N
52 45 B
52 46 H
52 47 T
52 48 H
52 49 T
52 50 N
53 1 H
53 2 N
53 3 N
53 4 N
53 5 N
53 6 N
53 7 T
53 8 H
53 9 B
53 10 H
53 11 N
53 12 T
53 13 T
53 14 N
53 15 N
53 16 N
53 17 H
53 18 N
53 19 T
53 20 B
53 21 N
53 22 N
53 23 B
53 24 N
53 25 N
53 26 N
53 27 N
53 28 N
53 29 B
53 30 H
53 31 N
53 32 N
53 33 N
53 34 H
53 35 N
53 36 T
53 37 N
53 38 H
53 39 T
53 40 N
53 41 H
53 42 H
53 43 N
53 44 N
53 45 H
53 46 T
53 47 N
53 48 T
53 49 T
53 50 N
54 1 N
54 2 N
54 3 H
54 4 N
54 5 B
54 6 N
54 7 N
54 8 T
54 9 H
54 10 N
54 11 N
54 12 N
54 13 N
54 14 N
54 15 B
54 16 N
54 17 T
54 18 T
54 19 N
54 20 T
54 21 H
54 22 N
54 23 T
54 24 B
54 25 B
54 26 N
54 27 N
54 28 N
54 29 N
54 30 N
54 31 N
54 32 N
54 33 N
54 34 N
54 35 H
54 36 N
54 37 N
54 38 T
54 39 N
54 40 H
54 41 N
54 42 T
54 43 H
54 44 N
54 45 N
54 46 B
54 47 N
54 48 T
54 49 T
54 50 T
55 1 N
55 2 H
55 3 H
55 4 T
55 5 N
55 6 N
55 7 N
55 8 B
55 9 N
55 10 T
55 11 T
55 12 H
55 13 N
55 14 H
55 15 N
55 16 N
55 17 N
55 18 T
55 19 N
55 20 N
55 21 N
55 22 N
55 23 N
55 24 N
55 25 H
55 26 T
55 27 B
55 28 N
55 29 N
55 30 H
55 31 N
55 32 N
55 33 T
55 34 N
55 35 B
55 36 N
55 37 N
55 38 N
55 39 T
55 40 N
55 41 T
55 42 N
55 43 T
55 44 H
55 45 T
55 46 T
55 47 N
55 48 T
55 49 B
55 50 T
56 1 H
56 2 B
56 3 T
56 4 H
56 5 H
56 6 N
56 7 H
56 8 H
56 9 N
56 10 N
56 11 N
56 12 H
56 13 N
56 14 N
56 15 N
56 16 T
56 17 N
56 18 N
56 19 T
56 20 T
56 21 T
56 22 T
56 23 N
56 24 H
56 25 N
56 26 H
56 27 H
56 28 H
56 29 B
56 30 T
56 31 H
56 32 N
56 33 N
56 34 H
56 35 N
56 36 N
56 37 N
56 38 N
56 39 N
56 40 N
56 41 H
56 42 H
56 43 T
56 44 T
56 45 N
56 46 N
56 47 T
56 48 N
56 49 T
56 50 T
57 1 N
57 2 N
57 3 H
57 4 N
57 5 N
57 6 H
57 7 N
57 8 T
57 9 N
57 10 N
57 11 T
57 12 N
57 13 T
57 14 N
57 15 N
57 16 B
57 17 H
57 18 B
57 19 N
57 20 H
57 21 N
57 22 T
57 23 N
57 24 N
57 25 H
57 26 T
57 27 N
57 28 N
57 29 T
57 30 H
57 31 H
57 32 N
57 33 N
57 34 N
57 35 N
57 36 N
57 37 N
57 38 N
57 39 B
57 40 H
57 41 H
57 42 B
57 43 N
57 44 N
57 45 T
57 46 N
57 47 N
57 48 T
57 49 N
57 50 N
58 1 T
58 2 T
58 3 N
58 4 H
58 5 T
58 6 N
58 7 H
58 8 H
58 9 H
58 10 H
58 11 N
58 12 N
58 13 T
58 14 N
58 15 N
58 16 N
58 17 N
58 18 N
58 19 H
58 20 N
58 21 N
58 22 N
58 23 N
58 24 N
58 25 T
58 26 T
58 27 H
58 28 H
58 29 N
58 30 H
58 31 N
58 32 N
58 33 N
58 34 T
58 35 H
58 36 N
58 37 N
58 38 T
58 39 N
58 40 B
58 41 N
58 42 N
58 43 H
58 44 H
58 45 N
58 46 T
58 47 T
58 48 N
58 49 T
58 50 N
59 1 N
59 2 T
59 3 N
59 4 N
59 5 H
59 6 N
59 7 N
59 8 H
59 9 T
59 10 N
59 11 N
59 12 T
59 13 H
59 14 N
59 15 N
59 16 T
59 17 H
59 18 B
59 19 B
59 20 N
59 21 N
59 22 T
59 23 T
59 24 N
59 25 N
59 26 N
59 27 B
59 28 N
59 29 N
59 30 T
59 31 N
59 32 H
59 33 N
59 34 H
59 35 H
59 36 H
59 37 T
59 38 H
59 39 H
59 40 N
59 41 T
59 42 H
59 43 H
59 44 N
59 45 N
59 46 B
59 47 N
59 48 N
59 49 N
59 50 T
60 1 T
60 2 H
60 3 T
60 4 H
60 5 H
60 6 N
60 7 B
60 8 T
60 9 H
60 10 H
60 11 T
60 12 T
60 13 N
60 14 H
60 15 T
60 16 H
60 17 N
60 18 N
60 19 T
60 20 N
60 21 N
60 22 N
60 23 N
60 24 N
60 25 N
60 26 H
60 27 N
60 28 N
60 29 T
60 30 N
60 31 N
60 32 T
60 33 H
60 34 H
60 35 B
60 36 T
60 37 N
60 38 N
60 39 N
60 40 T
60 41 N
60 42 N
60 43 T
60 44 H
60 45 N
60 46 B
60 47 N
60 48 N
60 49 H
60 50 B
61 1 B
61 2 B
61 3 T
61 4 H
61 5 N
61 6 T
61 7 T
61 8 N
61 9 N
61 10 N
61 11 N
61 12 H
61 13 N
61 14 N
61 15 N
61 16 N
61 17 B
61 18 T
61 19 B
61 20 N
61 21 T
61 22 N
61 23 B
61 24 N
61 25 H
61 26 N
61 27 N
61 28 N
61 29 N
61 30 B
61 31 N
61 32 H
61 33 H
61 34 N
61 35 N
61 36 N
61 37 N
61 38 H
61 39 B
61 40 N
61 41 N
61 42 N
61 43 B
61 44 N
61 45 N
61 46 H
61 47 H
61 48 T
61 49 N
61 50 H
62 1 H
62 2 H
62 3 T
62 4 N
62 5 T
62 6 N
62 7 B
62 8 N
62 9 N
62 10 N
62 11 N
62 12 N
62 13 N
62 14 N
62 15 H
62 16 B
62 17 N
62 18 B
62 19 N
62 20 N
62 21 T
62 22 N
62 23 N
62 24 B
62 25 N
62 26 B
62 27 N
62 28 N
62 29 N
62 30 T
62 31 T
62 32 N
62 33 H
62 34 N
62 35 H
62 36 H
62 37 N
62 38 T
62 39 H
62 40 N
62 41 T
62 42 H
62 43 N
62 44 H
62 45 N
62 46 H
62 47 N
62 48 H
62 49 N
62 50 N
63 1 N
63 2 N
63 3 B
63 4 T
63 5 N
63 6 N
63 7 B
63 8 N
63 9 N
63 10 N
63 11 N
63 12 T
63 13 N
63 14 N
63 15 T
63 16 T
63 17 N
63 18 N
63 19 H
63 20 T
63 21 N
63 22 N
63 23 B
63 24 T
63 25 N
63 26 N
63 27 N
63 28 T
63 29 T
63 30 N
63 31 N
63 32 N
63 33 N
63 34 N
63 35 N
63 36 N
63 37 N
63 38 H
63 39 H
63 40 T
63 41 N
63 42 N
63 43 H
63 44 N
63 45 N
63 46 T
63 47 B
63 48 T
63 49 N
63 50 B
64 1 H
64 2 H
64 3 T
64 4 T
64 5 B
64 6 H
64 7 N
64 8 N
64 9 T
64 10 H
64 11 N
64 12 N
64 13 N
64 14 T
64 15 H
64 16 T
64 17 N
64 18 T
64 19 N
64 20 N
64 21 H
64 22 N
64 23 T
64 24 N
64 25 B
64 26 N
64 27 N
64 28 B
64 29 N
64 30 N
64 31 T
64 32 N
64 33 N
64 34 N
64 35 H
64 36 N
64 37 N
64 38 B
64 39 N
64 40 N
64 41 N
64 42 N
64 43 N
64 44 N
64 45 T
64 46 N
64 47 H
64 48 N
64 49 H
64 50 N
65 1 N
65 2 N
65 3 N
65 4 N
65 5 T
65 6 N
65 7 N
65 8 T
65 9 H
65 10 N
65 11 H
65 12 B
65 13 N
65 14 N
65 15 T
65 16 N
65 17 H
65 18 T
65 19 H
65 20 T
65 21 H
65 22 N
65 23 T
65 24 N
65 25 H
65 26 N
65 27 T
65 28 B
65 29 N
65 30 N
65 31 T
65 32 B
65 33 B
65 34 T
65 35 N
65 36 T
65 37 B
65 38 H
65 39 T
65 40 B
65 41 N
65 42 N
65 43 H
65 44 B
65 45 N
65 46 N
65 47 B
65 48 N
65 49 N
65 50 H
66 1 N
66 2 N
66 3 N
66 4 N
66 5 H
66 6 N
66 7 H
66 8 N
66 9 N
66 10 H
66 11 T
66 12 H
66 13 N
66 14 T
66 15 H
66 16 B
66 17 N
66 18 T
66 19 T
66 20 H
66 21 N
66 22 N
66 23 H
66 24 N
66 25 T
66 26 T
66 27 H
66 28 T
66 29 N
66 30 H
66 31 B
66 32 N
66 33 N
66 34 H
66 35 H
66 36 N
66 37 H
66 38 N
66 39 T
66 40 N
66 41 B
66 42 N
66 43 N
66 44 T
66 45 T
66 46 T
66 47 B
66 48 H
66 49 N
66 50 N
67 1 N
67 2 T
67 3 H
67 4 T
67 5 N
67 6 B
67 7 N
67 8 H
67 9 N
67 10 H
67 11 T
67 12 T
67 13 N
67 14 N
67 15 N
67 16 N
67 17 N
67 18 N
67 19 T
67 20 N
67 21 N
67 22 N
67 23 N
67 24 T
67 25 N
67 26 N
67 27 N
67 28 T
67 29 N
67 30 N
67 31 N
67 32 T
67 33 H
67 34 N
67 35 N
67 36 H
67 37 N
67 38 B
67 39 N
67 40 N
67 41 N
67 42 N
67 43 N
67 44 N
67 45 T
67 46 N
67 47 T
67 48 N
67 49 N
67 50 N
68 1 T
68 2 N
68 3 H
68 4 N
68 5 N
68 6 H
68 7 N
68 8 H
68 9 H
68 10 N
68 11 H
68 12 N
68 13 H
68 14 N
68 15 N
68 16 T
68 17 H
68 18 H
68 19 N
68 20 N
68 21 N
68 22 N
68 23 H
68 24 N
68 25 T
68 26 B
68 27 B
68 28 H
68 29 H
68 30 B
68 31 N
68 32 T
68 33 N
68 34 T
68 35 N
68 36 T
68 37 H
68 38 H
68 39 B
68 40 N
68 41 T
68 42 T
68 43 T
68 44 N
68 45 H
68 46 H
68 47 T
68 48 T
68 49 H
68 50 B
69 1 N
69 2 N
69 3 N
69 4 H
69 5 N
69 6 N
69 7 T
69 8 H
69 9 N
69 10 T
69 11 N
69 12 N
69 13 N
69 14 N
69 15 H
69 16 T
69 17 T
69 18 H
69 19 N
69 20 N
69 21 H
69 22 H
69 23 T
69 24 T
69 25 N
69 26 N
69 27 H
69 28 N
69 29 H
69 30 B
69 31 H
69 32 H
69 33 N
69 34 T
69 35 H
69 36 N
69 37 H
69 38 B
69 39 H
69 40 N
69 41 N
69 42 N
69 43 N
69 44 N
69 45 B
69 46 N
69 47 T
69 48 B
69 49 N
69 50 N
70 1 N
70 2 N
70 3 B
70 4 H
70 5 T
70 6 N
70 7 N
70 8 H
70 9 N
70 10 N
70 11 N
70 12 N
70 13 N
70 14 B
70 15 N
70 16 N
70 17 N
70 18 T
70 19 N
70 20 H
70 21 N
70 22 T
70 23 N
70 24 B
70 25 H
70 26 H
70 27 H
70 28 H
70 29 N
70 30 N
70 31 N
70 32 H
70 33 T
70 34 H
70 35 H
70 36 H
70 37 N
70 38 N
70 39 N
70 40 N
70 41 N
70 42 N
70 43 B
70 44 H
70 45 T
70 46 T
70 47 T
70 48 T
70 49 T
70 50 N
71 1 N
71 2 N
71 3 T
71 4 N
71 5 H
71 6 T
71 7 H
71 8 H
71 9 T
71 10 N
71 11 N
71 12 N
71 13 H
71 14 T
71 15 B
71 16 N
71 17 T
71 18 N
71 19 N
71 20 B
71 21 H
71 22 N
71 23 N
71 24 N
71 25 N
71 26 N
71 27 N
71 28 T
71 29 N
71 30 N
71 31 N
71 32 N
71 33 N
71 34 T
71 35 H
71 36 H
71 37 N
71 38 T
71 39 T
71 40 N
71 41 N
71 42 B
71 43 H
71 44 N
71 45 T
71 46 H
71 47 N
71 48 N
71 49 N
71 50 N
72 1 B
72 2 N
72 3 H
72 4 B
72 5 T
72 6 T
72 7 B
72 8 B
72 9 N
72 10 H
72 11 N
72 12 N
72 13 N
72 14 N
72 15 N
72 16 H
72 17 T
72 18 N
72 19 H
72 20 N
72 21 N
72 22 N
72 23 B
72 24 N
72 25 T
72 26 N
72 27 N
72 28 H
72 29 T
72 30 N
72 31 N
72 32 H
72 33 T
72 34 N
72 35 T
72 36 N
72 37 T
72 38 T
72 39 N
72 40 N
72 41 N
72 42 B
72 43 N
72 44 N
72 45 N
72 46 T
72 47 B
72 48 N
72 49 N
72 50 H
73 1 H
73 2 T
73 3 T
73 4 N
73 5 T
73 6 H
73 7 B
73 8 N
73 9 H
73 10 N
73 11 N
73 12 N
73 13 N
73 14 N
73 15 T
73 16 N
73 17 H
73 18 T
73 19 H
73 20 N
73 21 H
73 22 N
73 23 N
73 24 N
73 25 H
73 26 B
73 27 N
73 28 N
73 29 N
73 30 N
73 31 H
73 32 B
73 33 T
73 34 T
73 35 T
73 36 H
73 37 B
73 38 N
73 39 B
73 40 N
73 41 N
73 42 H
73 43 T
73 44 N
73 45 T
73 46 H
73 47 H
73 48 N
73 49 N
73 50 N
74 1 T
74 2 N
74 3 T
74 4 N
74 5 H
74 6 H
74 7 T
74 8 T
74 9 N
74 10 N
74 11 N
74 12 T
74 13 B
74 14 N
74 15 N
74 16 T
74 17 B
74 18 N
74 19 N
74 20 T
74 21 N
74 22 N
74 23 H
74 24 N
74 25 N
74 26 N
74 27 B
74 28 B
74 29 H
74 30 H
74 31 H
74 32 N
74 33 N
74 34 N
74 35 T
74 36 H
74 37 N
74 38 B
74 39 H
74 40 N
74 41 H
74 42 N
74 43 T
74 44 N
74 45 N
74 46 N
74 47 N
74 48 H
74 49 N
74 50 N
75 1 H
75 2 N
75 3 N
75 4 H
75 5 N
75 6 N
75 7 N
75 8 B
75 9 H
75 10 T
75 11 N
75 12 N
75 13 N
75 14 H
75 15 N
75 16 N
75 17 H
75 18 T
75 19 N
75 20 N
75 21 N
75 22 T
75 23 B
75 24 T
75 25 N
75 26 H
75 27 N
75 28 N
75 29 N
75 30 N
75 31 T
75 32 N
75 33 N
75 34 N
75 35 H
75 36 H
75 37 T
75 38 N
75 39 H
75 40 H
75 41 B
75 42 H
75 43 N
75 44 T
75 45 T
75 46 N
75 47 T
75 48 H
75 49 N
75 50 T
76 1 N
76 2 H
76 3 T
76 4 N
76 5 N
76 6 T
76 7 N
76 8 N
76 9 B
76 10 N
76 11 N
76 12 N
76 13 H
76 14 N
76 15 N
76 16 B
76 17 T
76 18 N
76 19 B
76 20 T
76 21 B
76 22 H
76 23 N
76 24 N
76 25 B
76 26 T
76 27 T
76 28 H
76 29 H
76 30 T
76 31 T
76 32 N
76 33 N
76 34 N
76 35 T
76 36 N
76 37 N
76 38 T
76 39 N
76 40 N
76 41 N
76 42 H
76 43 T
76 44 T
76 45 N
76 46 N
76 47 H
76 48 N
76 49 N
76 50 T
77 1 N
77 2 N
77 3 H
77 4 H
77 5 N
77 6 N
77 7 H
77 8 N
77 9 N
77 10 N
77 11 N
77 12 H
77 13 T
77 14 N
77 15 N
77 16 N
77 17 T
77 18 T
77 19 N
77 20 H
77 21 N
77 22 N
77 23 H
77 24 N
77 25 N
77 26 N
77 27 H
77 28 N
77 29 H
77 30 H
77 31 T
77 32 H
77 33 T
77 34 H
77 35 N
77 36 B
77 37 T
77 38 T
77 39 H
77 40 T
77 41 H
77 42 H
77 43 T
77 44 N
77 45 H
77 46 H
77 47 N
77 48 N
77 49 T
77 50 N
78 1 N
78 2 N
78 3 T
78 4 T
78 5 T
78 6 T
78 7 T
78 8 N
78 9 N
78 10 B
78 11 N
78 12 N
78 13 B
78 14 N
78 15 N
78 16 B
78 17 N
78 18 H
78 19 N
78 20 T
78 21 H
78 22 B
78 23 N
78 24 N
78 25 H
78 26 N
78 27 T
78 28 N
78 29 N
78 30 B
78 31 B
78 32 N
78 33 B
78 34 N
78 35 H
78 36 N
78 37 H
78 38 N
78 39 N
78 40 N
78 41 H
78 42 T
78 43 T
78 44 H
78 45 N
78 46 B
78 47 N
78 48 H
78 49 H
78 50 H
79 1 H
79 2 T
79 3 B
79 4 N
79 5 N
79 6 N
79 7 N
79 8 T
79 9 H
79 10 N
79 11 N
79 12 N
79 13 N
79 14 N
79 15 T
79 16 H
79 17 N
79 18 B
79 19 N
79 20 T
79 21 N
79 22 H
79 23 H
79 24 H
79 25 H
79 26 T
79 27 N
79 28 N
79 29 N
79 30 B
79 31 N
79 32 N
79 33 N
79 34 N
79 35 T
79 36 N
79 37 N
79 38 N
79 39 N
79 40 N
79 41 N
79 42 T
79 43 T
79 44 N
79 45 N
79 46 T
79 47 T
79 48 T
79 49 N
79 50 B
80 1 N
80 2 N
80 3 N
80 4 N
80 5 N
80 6 H
80 7 B
80 8 T
80 9 T
80 10 N
80 11 H
80 12 N
80 13 N
80 14 T
80 15 N
80 16 B
80 17 T
80 18 N
80 19 N
80 20 H
80 21 N
80 22 T
80 23 N
80 24 T
80 25 N
80 26 N
80 27 B
80 28 H
80 29 T
80 30 N
80 31 N
80 32 H
80 33 N
80 34 N
80 35 T
80 36 N
80 37 N
80 38 N
80 39 N
80 40 N
80 41 N
80 42 N
80 43 B
80 44 N
80 45 B
80 46 H
80 47 H
80 48 N
80 49 N
80 50 N
81 1 N
81 2 N
81 3 H
81 4 T
81 5 H
81 6 T
81 7 T
81 8 T
81 9 N
81 10 T
81 11 H
81 12 T
81 13 H
81 14 N
81 15 N
81 16 N
81 17 T
81 18 B
81 19 H
81 20 N
81 21 B
81 22 N
81 23 N
81 24 T
81 25 N
81 26 B
81 27 T
81 28 T
81 29 H
81 30 H
81 31 H
81 32 H
81 33 N
81 34 N
81 35 N
81 36 N
81 37 B
81 38 N
81 39 H
81 40 T
81 41 T
81 42 N
81 43 H
81 44 N
81 45 N
81 46 N
81 47 H
81 48 H
81 49 N
81 50 N
82 1 N
82 2 N
82 3 T
82 4 H
82 5 N
82 6 N
82 7 H
82 8 H
82 9 T
82 10 T
82 11 H
82 12 H
82 13 N
82 14 H
82 15 N
82 16 T
82 17 N
82 18 N
82 19 B
82 20 T
82 21 B
82 22 H
82 23 N
82 24 N
82 25 T
82 26 N
82 27 N
82 28 N
82 29 B
82 30 T
82 31 N
82 32 H
82 33 N
82 34 N
82 35 H
82 36 N
82 37 N
82 38 H
82 39 T
82 40 T
82 41 N
82 42 B
82 43 H
82 44 N
82 45 H
82 46 T
82 47 H
82 48 N
82 49 N
82 50 N
83 1 T
83 2 N
83 3 T
83 4 T
83 5 N
83 6 N
83 7 H
83 8 N
83 9 B
83 10 N
83 11 H
83 12 N
83 13 N
83 14 T
83 15 N
83 16 N
83 17 H
83 18 T
83 19 N
83 20 N
83 21 N
83 22 T
83 23 H
83 24 T
83 25 N
83 26 N
83 27 T
83 28 T
83 29 N
83 30 B
83 31 N
83 32 T
83 33 H
83 34 N
83 35 H
83 36 H
83 37 N
83 38 H
83 39 H
83 40 T
83 41 T
83 42 B
83 43 H
83 44 N
83 45 N
83 46 N
83 47 H
83 48 T
83 49 H
83 50 N
84 1 N
84 2 N
84 3 N
84 4 B
84 5 N
84 6 T
84 7 T
84 8 H
84 9 N
84 10 T
84 11 N
84 12 N
84 13 N
84 14 H
84 15 N
84 16 N
84 17 N
84 18 N
84 19 T
84 20 B
84 21 N
84 22 N
84 23 H
84 24 N
84 25 N
84 26 N
84 27 N
84 28 N
84 29 N
84 30 N
84 31 T
84 32 T
84 33 N
84 34 N
84 35 N
84 36 H
84 37 T
84 38 N
84 39 H
84 40 T
84 41 N
84 42 N
84 43 H
84 44 B
84 45 N
84 46 N
84 47 H
84 48 T
84 49 B
84 50 N
85 1 N
85 2 N
85 3 B
85 4 B
85 5 B
85 6 T
85 7 B
85 8 N
85 9 N
85 10 B
85 11 H
85 12 N
85 13 N
85 14 H
85 15 N
85 16 B
85 17 N
85 18 H
85 19 T
85 20 H
85 21 T
85 22 T
85 23 T
85 24 T
85 25 N
85 26 B
85 27 B
85 28 H
85 29 N
85 30 T
85 31 B
85 32 N
85 33 H
85 34 T
85 35 B
85 36 T
85 37 N
85 38 B
85 39 N
85 40 N
85 41 H
85 42 H
85 43 N
85 44 H
85 45 N
85 46 N
85 47 N
85 48 T
85 49 B
85 50 T
86 1 N
86 2 N
86 3 T
86 4 N
86 5 H
86 6 T
86 7 N
86 8 N
86 9 T
86 10 T
86 11 H
86 12 N
86 13 N
86 14 B
86 15 N
86 16 H
86 17 N
86 18 N
86 19 H
86 20 T
86 21 T
86 22 N
86 23 H
86 24 N
86 25 N
86 26 N
86 27 N
86 28 N
86 29 N
86 30 N
86 31 H
86 32 N
86 33 T
86 34 N
86 35 H
86 36 N
86 37 T
86 38 N
86 39 T
86 40 H
86 41 H
86 42 N
86 43 T
86 44 T
86 45 N
86 46 H
86 47 N
86 48 T
86 49 B
86 50 N
87 1 N
87 2 T
87 3 T
87 4 H
87 5 T
87 6 N
87 7 T
87 8 B
87 9 T
87 10 N
87 11 N
87 12 H
87 13 N
87 14 B
87 15 N
87 16 H
87 17 H
87 18 N
87 19 N
87 20 T
87 21 T
87 22 N
87 23 H
87 24 B
87 25 N
87 26 N
87 27 T
87 28 T
87 29 T
87 30 T
87 31 N
87 32 N
87 33 N
87 34 N
87 35 B
87 36 N
87 37 N
87 38 H
87 39 N
87 40 N
87 41 N
87 42 B
87 43 H
87 44 N
87 45 N
87 46 N
87 47 T
87 48 N
87 49 H
87 50 N
88 1 N
88 2 N
88 3 N
88 4 N
88 5 N
88 6 N
88 7 N
88 8 N
88 9 N
88 10 H
88 11 T
88 12 N
88 13 N
88 14 H
88 15 N
88 16 B
88 17 T
88 18 N
88 19 N
88 20 N
88 21 H
88 22 N
88 23 B
88 24 N
88 25 B
88 26 B
88 27 H
88 28 N
88 29 T
88 30 T
88 31 B
88 32 H
88 33 H
88 34 N
88 35 T
88 36 H
88 37 N
88 38 T
88 39 N
88 40 N
88 41 H
88 42 T
88 43 N
88 44 N
88 45 N
88 46 H
88 47 N
88 48 N
88 49 T
88 50 H
89 1 N
89 2 B
89 3 N
89 4 N
89 5 N
89 6 N
89 7 H
89 8 H
89 9 H
89 10 T
89 11 H
89 12 B
89 13 N
89 14 T
89 15 H
89 16 N
89 17 H
89 18 N
89 19 N
89 20 N
89 21 B
89 22 T
89 23 N
89 24 N
89 25 N
89 26 T
89 27 N
89 28 B
89 29 T
89 30 N
89 31 N
89 32 H
89 33 T
89 34 N
89 35 N
89 36 N
89 37 N
89 38 N
89 39 B
89 40 N
89 41 N
89 42 N
89 43 H
89 44 B
89 45 B
89 46 N
89 47 N
89 48 N
89 49 T
89 50 T
90 1 N
90 2 H
90 3 H
90 4 B
90 5 H
90 6 T
90 7 T
90 8 T
90 9 H
90 10 T
90 11 H
90 12 T
90 13 T
90 14 N
90 15 H
90 16 N
90 17 T
90 18 N
90 19 N
90 20 H
90 21 T
90 22 N
90 23 N
90 24 T
90 25 N
90 26 H
90 27 T
90 28 H
90 29 N
90 30 T
90 31 N
90 32 N
90 33 B
90 34 N
90 35 N
90 36 H
90 37 N
90 38 B
90 39 T
90 40 B
90 41 H
90 42 H
90 43 N
90 44 B
90 45 T
90 46 H
90 47 H
90 48 N
90 49 B
90 50 T
91 1 N
91 2 N
91 3 T
91 4 T
91 5 N
91 6 H
91 7 T
91 8 H
91 9 H
91 10 N
91 11 N
91 12 N
91 13 N
91 14 N
91 15 H
91 16 N
91 17 N
91 18 N
91 19 T
91 20 T
91 21 T
91 22 N
91 23 N
91 24 N
91 25 H
91 26 T
91 27 N
91 28 B
91 29 T
91 30 N
91 31 B
91 32 H
91 33 N
91 34 N
91 35 B
91 36 H
91 37 H
91 38 B
91 39 N
91 40 N
91 41 B
91 42 H
91 43 N
91 44 T
91 45 N
91 46 N
91 47 N
91 48 N
91 49 H
91 50 N
92 1 H
92 2 H
92 3 T
92 4 N
92 5 T
92 6 H
92 7 T
92 8 N
92 9 N
92 10 N
92 11 H
92 12 N
92 13 H
92 14 N
92 15 N
92 16 H
92 17 H
92 18 H
92 19 T
92 20 H
92 21 N
92 22 H
92 23 N
92 24 H
92 25 H
92 26 B
92 27 H
92 28 N
92 29 H
92 30 N
92 31 N
92 32 N
92 33 T
92 34 N
92 35 T
92 36 H
92 37 N
92 38 B
92 39 H
92 40 B
92 41 N
92 42 N
92 43 H
92 44 N
92 45 N
92 46 N
92 47 T
92 48 N
92 49 T
92 50 N
93 1 N
93 2 N
93 3 N
93 4 N
93 5 N
93 6 T
93 7 H
93 8 N
93 9 T
93 10 H
93 11 N
93 12 N
93 13 T
93 14 H
93 15 N
93 16 T
93 17 N
93 18 T
93 19 B
93 20 N
93 21 N
93 22 H
93 23 B
93 24 N
93 25 N
93 26 H
93 27 N
93 28 N
93 29 N
93 30 N
93 31 N
93 32 T
93 33 N
93 34 T
93 35 N
93 36 N
93 37 H
93 38 N
93 39 N
93 40 N
93 41 B
93 42 T
93 43 T
93 44 N
93 45 T
93 46 T
93 47 B
93 48 H
93 49 H
93 50 N
94 1 N
94 2 N
94 3 T
94 4 N
94 5 N
94 6 T
94 7 N
94 8 H
94 9 N
94 10 H
94 11 H
94 12 N
94 13 H
94 14 H
