100 50
47 33 H
47 34 N
47 35 N
47 36 T
47 37 H
47 38 H
47 39 T
47 40 N
47 41 H
47 42 N
47 43 N
47 44 B
47 45 H
47 46 N
47 47 N
47 48 N
47 49 B
47 50 N
48 1 N
48 2 T
48 3 N
48 4 T
48 5 N
48 6 N
48 7 N
48 8 T
48 9 B
48 10 N
48 11 N
48 12 N
48 13 N
48 14 N
48 15 N
48 16 T
48 17 N
48 18 T
48 19 N
48 20 H
48 21 T
48 22 N
48 23 B
48 24 H
48 25 N
48 26 T
48 27 N
48 28 B
48 29 N
48 30 N
48 31 H
48 32 N
48 33 N
48 34 H
48 35 T
48 36 B
48 37 H
48 38 T
48 39 T
48 40 B
48 41 H
48 42 T
48 43 N
48 44 H
48 45 N
48 46 N
48 47 N
48 48 N
48 49 H
48 50 H
49 1 N
49 2 H
49 3 N
49 4 N
49 5 N
49 6 N
49 7 N
49 8 H
49 9 T
49 10 N
49 11 N
49 12 N
49 13 T
49 14 H
49 15 T
49 16 H
49 17 N
49 18 B
49 19 N
49 20 T
49 21 N
49 22 N
49 23 H
49 24 N
49 25 N
49 26 N
49 27 N
49 28 T
49 29 T
49 30 T
49 31 H
49 32 T
49 33 N
49 34 H
49 35 N
49 36 T
49 37 B
49 38 N
49 39 N
49 40 N
49 41 T
49 42 H
49 43 N
49 44 H
49 45 T
49 46 N
49 47 T
49 48 T
49 49 T
49 50 T
50 1 N
50 2 N
50 3 N
50 4 N
50 5 H
50 6 N
50 7 H
50 8 H
50 9 N
50 10 T
50 11 N
50 12 H
50 13 T
50 14 N
50 15 T
50 16 H
50 17 H
50 18 N
50 19 N
50 20 N
50 21 H
50 22 H
50 23 N
50 24 N
50 25 N
50 26 N
50 27 N
50 28 N
50 29 N
50 30 T
50 31 N
50 32 T
50 33 H
50 34 H
50 35 T
50 36 N
50 37 N
50 38 N
50 39 H
50 40 T
50 41 H
50 42 T
50 43 H
50 44 H
50 45 N
50 46 T
50 47 H
50 48 T
50 49 N
50 50 N
51 1 N
51 2 T
51 3 B
51 4 B
51 5 N
51 6 N
51 7 T
51 8 N
51 9 T
51 10 T
51 11 N
51 12 T
51 13 T
51 14 H
51 15 T
51 16 N
51 17 T
51 18 N
51 19 N
51 20 H
51 21 N
51 22 T
51 23 N
51 24 N
51 25 N
51 26 N
51 27 N
51 28 H
51 29 N
51 30 N
51 31 N
51 32 N
51 33 N
51 34 B
51 35 N
51 36 N
51 37 T
51 38 H
51 39 T
51 40 N
51 41 N
51 42 N
51 43 N
51 44 N
51 45 B
51 46 B
51 47 H
51 48 H
51 49 H
51 50 N
52 1 T
52 2 N
52 3 T
52 4 N
52 5 N
52 6 N
52 7 B
52 8 H
52 9 B
52 10 N
52 11 B
52 12 T
52 13 T
52 14 B
52 15 N
52 16 H
52 17 N
52 18 N
52 19 N
52 20 N
52 21 N
52 22 H
52 23 N
52 24 N
52 25 N
52 26 T
52 27 N
52 28 T
52 29 N
52 30 N
52 31 N
52 32 N
52 33 N
52 34 N
52 35 T
52 36 N
52 37 N
52 38 B
52 39 N
52 40 T
52 41 H
52 42 N
52 43 H
52 44 N
52 45 T
52 46 T
52 47 N
52 48 H
52 49 N
52 50 H
53 1 N
53 2 N
53 3 N
53 4 N
53 5 B
53 6 N
53 7 T
53 8 H
53 9 T
53 10 H
53 11 T
53 12 T
53 13 H
53 14 N
53 15 H
53 16 N
53 17 H
53 18 N
53 19 N
53 20 B
53 21 H
53 22 N
53 23 N
53 24 N
53 25 N
53 26 N
53 27 N
53 28 N
53 29 N
53 30 N
53 31 H
53 32 N
53 33 T
53 34 N
53 35 N
53 36 H
53 37 H
53 38 N
53 39 N
53 40 N
53 41 H
53 42 N
53 43 T
53 44 H
53 45 N
53 46 H
53 47 B
53 48 N
53 49 N
53 50 N
54 1 N
54 2 T
54 3 T
54 4 H
54 5 T
54 6 T
54 7 H
54 8 H
54 9 N
54 10 T
54 11 N
54 12 N
54 13 H
54 14 N
54 15 N
54 16 H
54 17 H
54 18 N
54 19 H
54 20 B
54 21 T
54 22 H
54 23 H
54 24 H
54 25 H
54 26 N
54 27 T
54 28 B
54 29 B
54 30 B
54 31 B
54 32 B
54 33 N
54 34 N
54 35 N
54 36 N
54 37 T
54 38 T
54 39 N
54 40 B
54 41 T
54 42 N
54 43 N
54 44 T
54 45 N
54 46 T
54 47 T
54 48 H
54 49 N
54 50 B
55 1 N
55 2 N
55 3 N
55 4 N
55 5 N
55 6 N
55 7 N
55 8 T
55 9 B
55 10 N
55 11 N
55 12 T
55 13 H
55 14 N
55 15 N
55 16 H
55 17 H
55 18 H
55 19 H
55 20 H
55 21 T
55 22 N
55 23 H
55 24 N
55 25 T
55 26 B
55 27 T
55 28 N
55 29 N
55 30 B
55 31 N
55 32 T
55 33 H
55 34 T
55 35 T
55 36 T
55 37 H
55 38 H
55 39 N
55 40 H
55 41 T
55 42 N
55 43 N
55 44 T
55 45 H
55 46 N
55 47 N
55 48 N
55 49 N
55 50 H
56 1 H
56 2 H
56 3 N
56 4 N
56 5 H
56 6 N
56 7 H
56 8 B
56 9 T
56 10 N
56 11 T
56 12 T
56 13 H
56 14 T
56 15 H
56 16 T
56 17 N
56 18 N
56 19 N
56 20 H
56 21 B
56 22 N
56 23 N
56 24 H
56 25 T
56 26 H
56 27 N
56 28 N
56 29 T
56 30 T
56 31 N
56 32 H
56 33 T
56 34 N
56 35 N
56 36 T
56 37 H
56 38 T
56 39 H
56 40 T
56 41 N
56 42 B
56 43 H
56 44 N
56 45 H
56 46 N
56 47 N
56 48 H
56 49 N
56 50 N
57 1 H
57 2 T
57 3 H
57 4 N
57 5 H
57 6 B
57 7 B
57 8 N
57 9 N
57 10 H
57 11 N
57 12 N
57 13 N
57 14 N
57 15 N
57 16 B
57 17 N
57 18 T
57 19 N
57 20 B
57 21 N
57 22 N
57 23 H
57 24 T
57 25 N
57 26 T
57 27 T
57 28 H
57 29 N
57 30 N
57 31 H
57 32 T
57 33 N
57 34 N
57 35 N
57 36 N
57 37 N
57 38 B
57 39 N
57 40 N
57 41 B
57 42 N
57 43 T
57 44 B
57 45 N
57 46 T
57 47 T
57 48 N
57 49 N
57 50 T
58 1 H
58 2 N
58 3 N
58 4 N
58 5 H
58 6 B
58 7 B
58 8 N
58 9 N
58 10 N
58 11 N
58 12 H
58 13 H
58 14 N
58 15 B
58 16 N
58 17 H
58 18 N
58 19 N
58 20 H
58 21 H
58 22 H
58 23 N
58 24 T
58 25 N
58 26 N
58 27 N
58 28 B
58 29 T
58 30 T
58 31 T
58 32 B
58 33 B
58 34 N
58 35 B
58 36 T
58 37 N
58 38 H
58 39 N
58 40 B
58 41 T
58 42 T
58 43 N
58 44 B
58 45 T
58 46 N
58 47 N
58 48 N
58 49 N
58 50 N
59 1 H
59 2 B
59 3 N
59 4 N
59 5 H
59 6 N
59 7 T
59 8 N
59 9 N
59 10 B
59 11 N
59 12 N
59 13 N
59 14 H
59 15 N
59 16 N
59 17 T
59 18 N
59 19 N
59 20 N
59 21 H
59 22 B
59 23 H
59 24 N
59 25 N
59 26 N
59 27 N
59 28 H
59 29 H
59 30 B
59 31 T
59 32 H
59 33 T
59 34 T
59 35 N
59 36 T
59 37 B
59 38 H
59 39 H
59 40 N
59 41 N
59 42 N
59 43 N
59 44 T
59 45 B
59 46 N
59 47 H
59 48 H
59 49 N
59 50 N
60 1 T
60 2 N
60 3 T
60 4 N
60 5 T
60 6 H
60 7 N
60 8 B
60 9 N
60 10 H
60 11 N
60 12 H
60 13 N
60 14 N
60 15 B
60 16 T
60 17 T
60 18 T
60 19 N
60 20 B
60 21 N
60 22 N
60 23 N
60 24 N
60 25 T
60 26 T
60 27 N
60 28 T
60 29 H
60 30 N
60 31 B
60 32 N
60 33 N
60 34 N
60 35 N
60 36 T
60 37 B
60 38 H
60 39 N
60 40 T
60 41 T
60 42 N
60 43 H
60 44 H
60 45 N
60 46 T
60 47 N
60 48 N
60 49 N
60 50 N
61 1 H
61 2 T
61 3 B
61 4 N
61 5 N
61 6 N
61 7 N
61 8 N
61 9 N
61 10 N
61 11 T
61 12 T
61 13 T
61 14 N
61 15 N
61 16 T
61 17 H
61 18 H
61 19 N
61 20 N
61 21 N
61 22 N
61 23 B
61 24 N
61 25 N
61 26 N
61 27 N
61 28 N
61 29 B
61 30 N
61 31 N
61 32 N
61 33 H
61 34 T
61 35 T
61 36 N
61 37 N
61 38 N
61 39 T
61 40 N
61 41 H
61 42 H
61 43 H
61 44 H
61 45 H
61 46 N
61 47 N
61 48 B
61 49 N
61 50 N
62 1 N
62 2 N
62 3 H
62 4 N
62 5 H
62 6 H
62 7 N
62 8 N
62 9 H
62 10 N
62 11 H
62 12 H
62 13 N
62 14 N
62 15 N
62 16 N
62 17 H
62 18 B
62 19 N
62 20 H
62 21 N
62 22 N
62 23 N
62 24 N
62 25 H
62 26 H
62 27 N
62 28 H
62 29 B
62 30 T
62 31 H
62 32 N
62 33 N
62 34 N
62 35 H
62 36 T
62 37 H
62 38 N
62 39 B
62 40 N
62 41 H
62 42 B
62 43 T
62 44 N
62 45 H
62 46 B
62 47 H
62 48 N
62 49 N
62 50 N
63 1 T
63 2 T
63 3 N
63 4 B
63 5 N
63 6 T
63 7 N
63 8 B
63 9 B
63 10 N
63 11 N
63 12 N
63 13 N
63 14 N
63 15 H
63 16 H
63 17 T
63 18 T
63 19 N
63 20 T
63 21 H
63 22 H
63 23 T
63 24 B
63 25 B
63 26 N
63 27 N
63 28 N
63 29 H
63 30 H
63 31 T
63 32 B
63 33 N
63 34 N
63 35 H
63 36 N
63 37 N
63 38 T
63 39 N
63 40 N
63 41 H
63 42 H
63 43 N
63 44 H
63 45 N
63 46 T
63 47 B
63 48 T
63 49 N
63 50 N
64 1 N
64 2 B
64 3 N
64 4 N
64 5 B
64 6 N
64 7 T
64 8 N
64 9 N
64 10 N
64 11 N
64 12 T
64 13 N
64 14 H
64 15 H
64 16 N
64 17 T
64 18 B
64 19 N
64 20 N
64 21 N
64 22 B
64 23 N
64 24 N
64 25 T
64 26 N
64 27 H
64 28 N
64 29 N
64 30 H
64 31 H
64 32 H
64 33 B
64 34 H
64 35 H
64 36 N
64 37 N
64 38 N
64 39 N
64 40 B
64 41 T
64 42 N
64 43 T
64 44 B
64 45 N
64 46 T
64 47 T
64 48 N
64 49 N
64 50 H
65 1 N
65 2 N
65 3 H
65 4 T
65 5 N
65 6 N
65 7 N
65 8 T
65 9 H
65 10 N
65 11 N
65 12 N
65 13 T
65 14 T
65 15 N
65 16 N
65 17 N
65 18 N
65 19 T
65 20 T
65 21 N
65 22 N
65 23 N
65 24 N
65 25 N
65 26 H
65 27 N
65 28 N
65 29 H
65 30 N
65 31 N
65 32 H
65 33 N
65 34 N
65 35 N
65 36 N
65 37 H
65 38 N
65 39 T
65 40 T
65 41 H
65 42 N
65 43 N
65 44 H
65 45 H
65 46 N
65 47 N
65 48 H
65 49 N
65 50 H
66 1 T
66 2 H
66 3 N
66 4 N
66 5 B
66 6 N
66 7 B
66 8 N
66 9 T
66 10 H
66 11 T
66 12 N
66 13 B
66 14 N
66 15 N
66 16 N
66 17 N
66 18 H
66 19 T
66 20 N
66 21 T
66 22 H
66 23 N
66 24 H
66 25 N
66 26 B
66 27 N
66 28 N
66 29 H
66 30 N
66 31 N
66 32 B
66 33 N
66 34 H
66 35 B
66 36 N
66 37 T
66 38 N
66 39 N
66 40 N
66 41 N
66 42 B
66 43 N
66 44 N
66 45 N
66 46 T
66 47 H
66 48 H
66 49 H
66 50 H
67 1 H
67 2 B
67 3 N
67 4 N
67 5 H
67 6 N
67 7 N
67 8 T
67 9 N
67 10 T
67 11 T
67 12 H
67 13 N
67 14 N
67 15 T
67 16 H
67 17 N
67 18 N
67 19 B
67 20 N
67 21 H
67 22 H
67 23 H
67 24 N
67 25 N
67 26 N
67 27 N
67 28 N
67 29 B
67 30 N
67 31 H
67 32 H
67 33 N
67 34 B
67 35 N
67 36 N
67 37 N
67 38 N
67 39 B
67 40 N
67 41 H
67 42 T
67 43 T
67 44 N
67 45 B
67 46 N
67 47 N
67 48 H
67 49 N
67 50 T
68 1 T
68 2 N
68 3 H
68 4 N
68 5 T
68 6 H
68 7 N
68 8 B
68 9 N
68 10 T
68 11 H
68 12 H
68 13 H
68 14 H
68 15 N
68 16 N
68 17 H
68 18 N
68 19 N
68 20 B
68 21 T
68 22 H
68 23 N
68 24 N
68 25 N
68 26 H
68 27 T
68 28 B
68 29 T
68 30 T
68 31 H
68 32 N
68 33 N
68 34 N
68 35 T
68 36 T
68 37 H
68 38 H
68 39 H
68 40 N
68 41 H
68 42 N
68 43 N
68 44 N
68 45 N
68 46 N
68 47 B
68 48 N
68 49 N
68 50 B
69 1 N
69 2 H
69 3 H
69 4 N
69 5 N
69 6 N
69 7 H
69 8 T
69 9 T
69 10 N
69 11 B
69 12 N
69 13 T
69 14 H
69 15 N
69 16 N
69 17 N
69 18 T
69 19 N
69 20 T
69 21 T
69 22 N
69 23 N
69 24 B
69 25 B
69 26 N
69 27 T
69 28 N
69 29 N
69 30 N
69 31 N
69 32 N
69 33 H
69 34 N
69 35 N
69 36 T
69 37 N
69 38 T
69 39 H
69 40 H
69 41 N
69 42 N
69 43 N
69 44 N
69 45 B
69 46 N
69 47 N
69 48 N
69 49 H
69 50 N
70 1 N
70 2 H
70 3 N
70 4 T
70 5 N
70 6 T
70 7 N
70 8 N
70 9 N
70 10 N
70 11 B
70 12 N
70 13 N
70 14 H
70 15 B
70 16 N
70 17 H
70 18 T
70 19 N
70 20 N
70 21 N
70 22 N
70 23 N
70 24 N
70 25 N
70 26 N
70 27 N
70 28 T
70 29 N
70 30 H
70 31 T
70 32 H
70 33 T
70 34 N
70 35 N
70 36 H
70 37 N
70 38 H
70 39 N
70 40 N
70 41 N
70 42 N
70 43 T
70 44 H
70 45 H
70 46 N
70 47 H
70 48 N
70 49 H
70 50 N
71 1 T
71 2 N
71 3 T
71 4 B
71 5 N
71 6 N
71 7 H
71 8 N
71 9 N
71 10 N
71 11 N
71 12 B
71 13 N
71 14 N
71 15 N
71 16 N
71 17 H
71 18 N
71 19 N
71 20 N
71 21 N
71 22 N
71 23 H
71 24 N
71 25 B
71 26 B
71 27 T
71 28 N
71 29 H
71 30 N
71 31 H
71 32 N
71 33 B
71 34 N
71 35 T
71 36 N
71 37 N
71 38 H
71 39 T
71 40 H
71 41 N
71 42 H
71 43 N
71 44 T
71 45 T
71 46 B
71 47 T
71 48 T
71 49 N
71 50 N
72 1 N
72 2 T
72 3 H
72 4 N
72 5 N
72 6 N
72 7 H
72 8 N
72 9 H
72 10 N
72 11 T
72 12 T
72 13 T
72 14 H
72 15 N
72 16 N
72 17 N
72 18 N
72 19 H
72 20 N
72 21 N
72 22 H
72 23 H
72 24 N
72 25 T
72 26 N
72 27 N
72 28 N
72 29 N
72 30 N
72 31 B
72 32 N
72 33 N
72 34 N
72 35 N
72 36 B
72 37 B
72 38 N
72 39 N
72 40 T
72 41 N
72 42 N
72 43 H
72 44 N
72 45 H
72 46 N
72 47 N
72 48 N
72 49 T
72 50 B
73 1 N
73 2 N
73 3 N
73 4 H
73 5 N
73 6 N
73 7 N
73 8 N
73 9 B
73 10 N
73 11 H
73 12 T
73 13 T
73 14 B
73 15 H
73 16 T
73 17 N
73 18 T
73 19 N
73 20 B
73 21 T
73 22 H
73 23 T
73 24 N
73 25 N
73 26 H
73 27 H
73 28 N
73 29 T
73 30 N
73 31 N
73 32 N
73 33 N
73 34 T
73 35 N
73 36 N
73 37 B
73 38 N
73 39 T
73 40 N
73 41 N
73 42 N
73 43 H
73 44 T
73 45 N
73 46 N
73 47 B
73 48 H
73 49 N
73 50 H
74 1 B
74 2 B
74 3 N
74 4 N
74 5 B
74 6 T
74 7 N
74 8 T
74 9 H
74 10 N
74 11 B
74 12 N
74 13 B
74 14 N
74 15 N
74 16 N
74 17 T
74 18 N
74 19 N
74 20 N
74 21 N
74 22 N
74 23 H
74 24 N
74 25 N
74 26 N
74 27 B
74 28 N
74 29 T
74 30 T
74 31 T
74 32 T
74 33 N
74 34 N
74 35 B
74 36 N
74 37 N
74 38 N
74 39 N
74 40 T
74 41 H
74 42 B
74 43 T
74 44 B
74 45 N
74 46 N
74 47 T
74 48 N
74 49 H
74 50 B
75 1 N
75 2 H
75 3 T
75 4 N
75 5 N
75 6 N
75 7 B
75 8 N
75 9 T
75 10 H
75 11 T
75 12 N
75 13 T
75 14 N
75 15 N
75 16 H
75 17 N
75 18 H
75 19 N
75 20 T
75 21 T
75 22 N
75 23 N
75 24 N
75 25 N
75 26 T
75 27 N
75 28 N
75 29 T
75 30 T
75 31 B
75 32 N
75 33 H
75 34 N
75 35 N
75 36 H
75 37 N
75 38 H
75 39 B
75 40 N
75 41 T
75 42 T
75 43 B
75 44 H
75 45 N
75 46 N
75 47 N
75 48 H
75 49 B
75 50 H
76 1 T
76 2 N
76 3 T
76 4 N
76 5 B
76 6 N
76 7 B
76 8 H
76 9 H
76 10 N
76 11 B
76 12 T
76 13 H
76 14 B
76 15 N
76 16 H
76 17 H
76 18 N
76 19 H
76 20 T
76 21 T
76 22 T
76 23 N
76 24 H
76 25 N
76 26 H
76 27 T
76 28 N
76 29 B
76 30 N
76 31 H
76 32 N
76 33 N
76 34 H
76 35 H
76 36 N
76 37 N
76 38 T
76 39 N
76 40 N
76 41 B
76 42 N
76 43 B
76 44 H
76 45 N
76 46 H
76 47 N
76 48 H
76 49 H
76 50 T
77 1 B
77 2 H
77 3 H
77 4 B
77 5 N
77 6 N
77 7 H
77 8 T
77 9 T
77 10 H
77 11 T
77 12 N
77 13 B
77 14 N
77 15 N
77 16 N
77 17 H
77 18 T
77 19 N
77 20 B
77 21 N
77 22 B
77 23 N
77 24 N
77 25 N
77 26 N
77 27 N
77 28 N
77 29 H
77 30 N
77 31 N
77 32 T
77 33 N
77 34 N
77 35 N
77 36 T
77 37 H
77 38 N
77 39 H
77 40 B
77 41 H
77 42 H
77 43 N
77 44 N
77 45 N
77 46 N
77 47 N
77 48 T
77 49 N
77 50 N
78 1 N
78 2 N
78 3 T
78 4 B
78 5 N
78 6 T
78 7 N
78 8 H
78 9 N
78 10 N
78 11 T
78 12 T
78 13 N
78 14 B
78 15 N
78 16 B
78 17 H
78 18 N
78 19 N
78 20 N
78 21 N
78 22 H
78 23 N
78 24 T
78 25 N
78 26 N
78 27 N
78 28 N
78 29 T
78 30 H
78 31 T
78 32 H
78 33 H
78 34 N
78 35 N
78 36 T
78 37 T
78 38 N
78 39 N
78 40 N
78 41 H
78 42 N
78 43 N
78 44 N
78 45 T
78 46 N
78 47 T
78 48 N
78 49 H
78 50 T
79 1 N
79 2 N
79 3 N
79 4 H
79 5 H
79 6 N
79 7 N
79 8 N
79 9 N
79 10 N
79 11 T
79 12 N
79 13 N
79 14 N
79 15 B
79 16 N
79 17 T
79 18 N
79 19 N
79 20 B
79 21 N
79 22 T
79 23 H
79 24 H
79 25 T
79 26 N
79 27 T
79 28 T
79 29 N
79 30 H
79 31 H
79 32 T
79 33 H
79 34 N
79 35 B
79 36 T
79 37 T
79 38 N
79 39 N
79 40 T
79 41 N
79 42 T
79 43 T
79 44 T
79 45 N
79 46 N
79 47 N
79 48 N
79 49 N
79 50 N
80 1 N
80 2 H
80 3 N
80 4 H
80 5 T
80 6 H
80 7 B
80 8 N
80 9 B
80 10 N
80 11 T
80 12 N
80 13 N
80 14 N
80 15 N
80 16 H
80 17 H
80 18 N
80 19 N
80 20 N
80 21 N
80 22 B
80 23 T
80 24 T
80 25 N
80 26 B
80 27 H
80 28 N
80 29 H
80 30 N
80 31 N
80 32 H
80 33 T
80 34 H
80 35 H
80 36 N
80 37 B
80 38 N
80 39 T
80 40 H
80 41 N
80 42 T
80 43 H
80 44 B
80 45 N
80 46 N
80 47 H
80 48 B
80 49 N
80 50 N
81 1 H
81 2 B
81 3 N
81 4 H
81 5 H
81 6 N
81 7 N
81 8 N
81 9 N
81 10 H
81 11 H
81 12 N
81 13 B
81 14 N
81 15 N
81 16 N
81 17 N
81 18 T
81 19 N
81 20 N
81 21 N
81 22 H
81 23 B
81 24 H
81 25 N
81 26 T
81 27 T
81 28 N
81 29 B
81 30 H
81 31 B
81 32 H
81 33 H
81 34 H
81 35 T
81 36 N
81 37 H
81 38 H
81 39 H
81 40 N
81 41 N
81 42 N
81 43 H
81 44 N
81 45 H
81 46 T
81 47 N
81 48 N
81 49 T
81 50 H
82 1 N
82 2 N
82 3 N
82 4 B
82 5 N
82 6 B
82 7 T
82 8 N
82 9 H
82 10 N
82 11 H
82 12 N
82 13 H
82 14 T
82 15 N
82 16 N
82 17 T
82 18 H
82 19 H
82 20 T
82 21 T
82 22 T
82 23 T
82 24 N
82 25 N
82 26 N
82 27 N
82 28 N
82 29 T
82 30 T
82 31 B
82 32 N
82 33 N
82 34 H
82 35 H
82 36 T
82 37 N
82 38 T
82 39 N
82 40 N
82 41 B
82 42 N
82 43 H
82 44 H
82 45 N
82 46 N
82 47 N
82 48 H
82 49 B
82 50 N
83 1 N
83 2 T
83 3 N
83 4 N
83 5 N
83 6 N
83 7 T
83 8 N
83 9 B
83 10 H
83 11 T
83 12 B
83 13 N
83 14 T
83 15 H
83 16 N
83 17 N
83 18 T
83 19 T
83 20 N
83 21 B
83 22 T
83 23 H
83 24 H
83 25 T
83 26 N
83 27 N
83 28 H
83 29 T
83 30 T
83 31 N
83 32 N
83 33 N
83 34 T
83 35 N
83 36 H
83 37 N
83 38 H
83 39 H
83 40 N
83 41 H
83 42 N
83 43 T
83 44 T
83 45 H
83 46 T
83 47 H
83 48 H
83 49 T
83 50 N
84 1 N
84 2 T
84 3 H
84 4 B
84 5 N
84 6 N
84 7 N
84 8 N
84 9 N
84 10 H
84 11 T
84 12 N
84 13 T
84 14 N
84 15 N
84 16 N
84 17 N
84 18 N
84 19 N
84 20 T
84 21 N
84 22 H
84 23 B
84 24 N
84 25 N
84 26 N
84 27 N
84 28 H
84 29 T
84 30 H
84 31 N
84 32 N
84 33 T
84 34 N
84 35 N
84 36 H
84 37 N
84 38 B
84 39 H
84 40 B
84 41 B
84 42 T
84 43 N
84 44 T
84 45 H
84 46 B
84 47 H
84 48 T
84 49 B
84 50 N
85 1 T
85 2 T
85 3 H
85 4 T
85 5 T
85 6 N
85 7 T
85 8 H
85 9 H
85 10 T
85 11 N
85 12 N
85 13 N
85 14 T
85 15 H
85 16 N
85 17 H
85 18 N
85 19 H
85 20 N
85 21 B
85 22 N
85 23 B
85 24 B
85 25 N
85 26 B
85 27 T
85 28 H
85 29 B
85 30 N
85 31 T
85 32 N
85 33 N
85 34 B
85 35 T
85 36 B
85 37 H
85 38 N
85 39 T
85 40 N
85 41 H
85 42 H
85 43 T
85 44 N
85 45 H
85 46 H
85 47 N
85 48 T
85 49 B
85 50 H
86 1 H
86 2 N
86 3 N
86 4 N
86 5 T
86 6 H
86 7 N
86 8 N
86 9 T
86 10 N
86 11 N
86 12 N
86 13 N
86 14 T
86 15 N
86 16 N
86 17 H
86 18 B
86 19 T
86 20 B
86 21 T
86 22 N
86 23 N
86 24 N
86 25 N
86 26 T
86 27 N
86 28 B
86 29 B
86 30 N
86 31 N
86 32 T
86 33 H
86 34 N
86 35 T
86 36 N
86 37 B
86 38 N
86 39 T
86 40 H
86 41 H
86 42 T
86 43 N
86 44 N
86 45 N
86 46 H
86 47 T
86 48 N
86 49 N
86 50 N
87 1 T
87 2 N
87 3 N
87 4 B
87 5 B
87 6 H
87 7 N
87 8 T
87 9 H
87 10 N
87 11 N
87 12 T
87 13 H
87 14 H
87 15 N
87 16 B
87 17 N
87 18 N
87 19 T
87 20 N
87 21 N
87 22 B
87 23 T
87 24 T
87 25 N
87 26 N
87 27 N
87 28 N
87 29 T
87 30 H
87 31 T
87 32 T
87 33 N
87 34 N
87 35 H
87 36 N
87 37 H
87 38 N
87 39 N
87 40 N
87 41 N
87 42 N
87 43 N
87 44 T
87 45 N
87 46 T
87 47 H
87 48 N
87 49 N
87 50 N
88 1 T
88 2 B
88 3 N
88 4 N
88 5 B
88 6 N
88 7 N
88 8 N
88 9 N
88 10 T
88 11 N
88 12 N
88 13 B
88 14 T
88 15 N
88 16 N
88 17 T
88 18 T
88 19 H
88 20 H
88 21 T
88 22 N
88 23 N
88 24 N
88 25 N
88 26 B
88 27 N
88 28 N
88 29 H
88 30 N
88 31 N
88 32 N
88 33 N
88 34 B
88 35 H
88 36 H
88 37 N
88 38 N
88 39 T
88 40 N
88 41 H
88 42 H
88 43 N
88 44 T
88 45 T
88 46 N
88 47 N
88 48 N
88 49 B
88 50 T
89 1 H
89 2 N
89 3 T
89 4 T
89 5 N
89 6 N
89 7 N
89 8 N
89 9 H
89 10 T
89 11 H
89 12 H
89 13 T
89 14 N
89 15 H
89 16 B
89 17 T
89 18 N
89 19 N
89 20 N
89 21 H
89 22 H
89 23 N
89 24 N
89 25 T
89 26 N
89 27 B
89 28 T
89 29 N
89 30 N
89 31 N
89 32 H
89 33 T
89 34 B
89 35 N
89 36 N
89 37 N
89 38 N
89 39 N
89 40 B
89 41 T
89 42 T
89 43 N
89 44 H
89 45 N
89 46 H
89 47 N
89 48 N
89 49 B
89 50 N
90 1 B
90 2 T
90 3 N
90 4 T
90 5 H
90 6 N
90 7 N
90 8 N
90 9 T
90 10 T
90 11 N
90 12 N
90 13 N
90 14 H
90 15 N
90 16 T
90 17 N
90 18 N
90 19 N
90 20 N
90 21 N
90 22 H
90 23 N
90 24 H
90 25 H
90 26 T
90 27 N
90 28 N
90 29 N
90 30 T
90 31 H
90 32 N
90 33 N
90 34 H
90 35 H
90 36 H
90 37 H
90 38 T
90 39 N
90 40 N
90 41 N
90 42 H
90 43 H
90 44 H
90 45 H
90 46 N
90 47 H
90 48 N
90 49 T
90 50 B
91 1 N
91 2 N
91 3 T
91 4 N
91 5 N
91 6 B
91 7 H
91 8 B
91 9 N
91 10 N
91 11 N
91 12 N
91 13 H
91 14 H
91 15 B
91 16 N
91 17 H
91 18 B
91 19 T
91 20 N
91 21 H
91 22 B
91 23 T
91 24 T
91 25 N
91 26 T
91 27 H
91 28 N
91 29 N
91 30 N
91 31 N
91 32 T
91 33 N
91 34 N
91 35 N
91 36 H
91 37 T
91 38 N
91 39 T
91 40 B
91 41 B
91 42 N
91 43 N
91 44 T
91 45 N
91 46 N
91 47 N
91 48 H
91 49 N
91 50 T
92 1 N
92 2 H
92 3 N
92 4 B
92 5 B
92 6 N
92 7 T
92 8 H
92 9 T
92 10 N
92 11 T
92 12 N
92 13 B
92 14 N
92 15 T
92 16 N
92 17 T
92 18 N
92 19 T
92 20 H
92 21 N
92 22 B
92 23 N
92 24 T
92 25 N
92 26 T
92 27 T
92 28 B
92 29 T
92 30 N
92 31 N
92 32 T
92 33 N
92 34 H
92 35 T
92 36 B
92 37 N
92 38 H
92 39 N
92 40 N
92 41 N
92 42 N
92 43 N
92 44 T
92 45 N
92 46 N
92 47 N
92 48 T
92 49 N
92 50 N
93 1 N
93 2 T
93 3 N
93 4 N
93 5 H
93 6 N
93 7 N
93 8 N
93 9 N
93 10 N
93 11 N
93 12 N
93 13 N
93 14 N
93 15 T
93 16 N
93 17 B
93 18 N
93 19 T
93 20 N
93 21 N
93 22 H
93 23 T
93 24 H
93 25 T
93 26 N
93 27 N
93 28 N
93 29 N
93 30 H
93 31 N
93 32 N
93 33 H
93 34 H
93 35 N
93 36 N
93 37 T
93 38 H
93 39 T
93 40 N
93 41 B
93 42 H
93 43 H
93 44 N
93 45 N
93 46 H
93 47 T
93 48 H
93 49 B
93 50 N
94 1 H
94 2 T
94 3 H
94 4 N
94 5 B
94 6 T
94 7 N
94 8 H
94 9 N
94 10 B
94 11 N
94 12 N
94 13 N
94 14 H
